epoch,train_loss,val_loss,val_auc,val_rmse_log,lr
0,0.21902734838977855,0.20430602175770207,0.9061236356208386,4.071375370025635,0.001
1,0.20647020378847267,0.2006803665102507,0.9098442893334827,4.071418762207031,0.001
2,0.20315733460819235,0.19859131130200702,0.9122333139932746,4.071418762207031,0.001
3,0.20110890008659643,0.19681545055739885,0.9140080968514812,4.071418762207031,0.001
4,0.1997663057788042,0.1958884990118661,0.9146536117827015,4.071418762207031,0.001
5,0.19859655115242228,0.19437684849140657,0.9158731641947498,4.071418762207031,0.001
6,0.19711348653833796,0.19126895415227468,0.9190111865419944,4.071418762207031,0.001
7,0.1950415737568213,0.18885148565398113,0.920819999251101,4.071418762207031,0.001
8,0.19325870776434276,0.1891604030144781,0.920357023888954,4.071418762207031,0.001
9,0.19176519040015255,0.18582231226993276,0.9232802981922028,4.071418762207031,0.001
10,0.19051994339101713,0.18541705197868155,0.9239426923455119,4.071418762207031,0.001
11,0.18928213392462528,0.18314882056414675,0.9255792920415726,4.071418762207031,0.001
12,0.18839655410395165,0.18335820173154674,0.9253448923070753,4.071418762207031,0.001
13,0.1872703008582975,0.18227052298581903,0.9266550640405959,4.071418762207031,0.001
14,0.18677639139642113,0.18048519774553645,0.9279324460662375,4.071418762207031,0.001
15,0.1860500622953766,0.18033412107250546,0.927983474941056,4.071418762207031,0.001
16,0.18553855456953386,0.18055384060774501,0.9278032073281115,4.071418762207031,0.001
17,0.18501422727996022,0.17962437664830333,0.9285702112394022,4.071418762207031,0.001
18,0.18473084898742387,0.17972838705500588,0.9287165972981152,4.071418762207031,0.001
19,0.18463125635447036,0.17913686096975243,0.9291540576494272,4.071418762207031,0.001
20,0.1841607373565672,0.17891937686929535,0.9292153746607618,4.071418762207031,0.001
21,0.18407415039157987,0.17841700859803483,0.9297469086490447,4.071418762207031,0.001
22,0.18372837203286937,0.17863801115073252,0.9295537480919795,4.071418762207031,0.001
23,0.183553972845407,0.17862128814930983,0.9299900514910849,4.071418762207031,0.001
24,0.1835484668555116,0.1783223743498462,0.9299024195402766,4.071418762207031,0.001
25,0.18347164504088131,0.1779498551750545,0.93025770090897,4.071418762207031,0.001
26,0.1832051871476519,0.17878850845531857,0.929712866800318,4.071418762207031,0.001
27,0.18303732794942845,0.17775035140145937,0.9301340192378252,4.071418762207031,0.001
28,0.18294305751424175,0.17778256267017245,0.9301061496534729,4.071418762207031,0.001
29,0.18302747599081978,0.17744379711232267,0.9304663465141793,4.071418762207031,0.001
30,0.18272013986175595,0.1773630666033206,0.9305615328613702,4.071418762207031,0.001
31,0.18276754338660758,0.1776641475722999,0.9304309842428551,4.071418762207031,0.001
32,0.18257537109782154,0.1779456078147635,0.9300742781763339,4.071418762207031,0.001
33,0.18264411170724462,0.17733081912701798,0.9306757840200696,4.071418762207031,0.001
34,0.1825475835330412,0.1773602022835899,0.9306246991700957,4.071418762207031,0.001
35,0.18232800160576473,0.17725926748751492,0.9307632230352358,4.071418762207031,0.001
36,0.18237931586866926,0.1780196258387239,0.9301484113368756,4.071418762207031,0.001
37,0.18225881958163836,0.17744991944497157,0.930715701142847,4.071418762207031,0.001
38,0.18235005724624628,0.17674038700438777,0.9310448867970645,4.071418762207031,0.001
39,0.1820227992878991,0.17700558404403333,0.9308104301611091,4.071418762207031,0.001
40,0.1821424515649918,0.17670715613424223,0.9311389954571034,4.071418762207031,0.001
41,0.18199733692022482,0.17676318137370686,0.9309528287950031,4.071418762207031,0.001
42,0.1820520700497184,0.1772698363626698,0.9307043201013468,4.071418762207031,0.001
43,0.18190575519282493,0.1766018163359967,0.9312552022174682,4.071418762207031,0.001
44,0.1819858308128527,0.17717672761245234,0.930803255592987,4.071418762207031,0.001
45,0.1818173080808879,0.1767511108483862,0.9311467270419803,4.071418762207031,0.001
46,0.18183157004600423,0.17640853007453178,0.9312735613626758,4.071418762207031,0.001
47,0.18167467550261981,0.17677386701277306,0.9309230701263487,4.071418762207031,0.001
48,0.18179156381931588,0.1764934211227791,0.9313417121509185,4.071418762207031,0.001
49,0.18152862958553626,0.17733694759199145,0.9305668578674433,4.071418762207031,0.001
